date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:19:26	25918/25918	---M-Z	200	added ('OK')	text/html	etag:%22653e-603816ad0d780-gzip%22	https://wedo.dexignzone.com/xhtml/index.html	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/index.html	(from )
13:19:27	237/237	---M--	302	error ('Found')	text/html	date:Mon,%2019%20Feb%202024%2021:19:26%20GMT	https://wedo.dexignzone.com/robots.txt		(from )
13:19:28	126214/126214	---M--	200	added ('OK')	image/png	etag:%221ed06-60e81adc4de81%22	https://wedo.dexignzone.com/xhtml/social-image.png	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/social-image.png	(from https://wedo.dexignzone.com/xhtml/index.html)
13:19:29	1679/1679	---M--	200	added ('OK')	image/png	etag:%2268f-6037dda634c80%22	https://wedo.dexignzone.com/xhtml/assets/images/favicon.png	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/assets/images/favicon.png	(from https://wedo.dexignzone.com/xhtml/index.html)
13:19:29	342/342	---M--	200	added ('OK')	application/json	etag:%22156-60380dc00c880%22	https://wedo.dexignzone.com/xhtml/manifest.json	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/manifest.json	(from https://wedo.dexignzone.com/xhtml/index.html)
13:19:29	11120/11120	---M--	200	added ('OK')	text/css	etag:%222b70-5a3845e615180%22	https://wedo.dexignzone.com/xhtml/assets/vendor/bootstrap-select/dist/css/bootstrap-select.min.css	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/assets/vendor/bootstrap-select/dist/css/bootstrap-select.min.css	(from https://wedo.dexignzone.com/xhtml/index.html)
13:19:30	444/444	---M--	200	added ('OK')	text/css	etag:%221bc-5c1b8e2658300%22	https://wedo.dexignzone.com/xhtml/assets/vendor/bootstrap-touchspin/dist/jquery.bootstrap-touchspin.min.css	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/assets/vendor/bootstrap-touchspin/dist/jquery.bootstrap-touchspin.min.css	(from https://wedo.dexignzone.com/xhtml/index.html)
13:19:30	16465/16465	---M--	200	added ('OK')	text/css	etag:%224051-5fd1f8f53ca80%22	https://wedo.dexignzone.com/xhtml/assets/vendor/swiper/swiper-bundle.min.css	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/assets/vendor/swiper/swiper-bundle.min.css	(from https://wedo.dexignzone.com/xhtml/index.html)
13:19:31	6146/6146	---M-Z	200	added ('OK')	text/html	etag:%221802-6036d29363180-gzip%22	https://wedo.dexignzone.com/xhtml/search.html	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/search.html	(from https://wedo.dexignzone.com/xhtml/index.html)
13:19:31	24703/24703	---M-Z	200	added ('OK')	text/html	etag:%22607f-6036d2696ce80-gzip%22	https://wedo.dexignzone.com/xhtml/wishlist.html	C:/My%20Web%20Sites/Wedo%20ecommerce%20app/wedo.dexignzone.com/xhtml/wishlist.html	(from https://wedo.dexignzone.com/xhtml/index.html)
